split_point,aggregation,round,metric,term,count,mean,sample_standard_deviation,p50,p95,p99,min,max,provenance,interpretation
1,round,7,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,0.15579797347386679,0.06418191576659184,0.12827199697494507,0.2908688083291054,0.3651484805345534,0.07311999797821045,0.40934398770332336,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,7,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,85.86087107333333,8.924371278802218,84.422169,100.08389580000001,109.1188924999999,70.234764,137.284654,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,8,device_inference_ms,device-side inference,300,0.4277880766666667,0.057067788648426945,0.4209005,0.5315768,0.58021328,0.285862,0.644912,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,8,e2e_inference_ms,E2E inference latency,300,91.17261611333333,14.838200005659433,90.168638,110.50871425000001,155.33070746999996,70.146345,202.007084,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,8,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,0.15202197360495726,0.06359759559960487,0.12665600329637527,0.28780961334705357,0.31677728384733184,0.07315199822187424,0.4070720076560974,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,8,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,90.74482803666666,14.833946915496695,89.80334450000001,110.0748615,154.68979481999995,69.720899,201.633007,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,9,device_inference_ms,device-side inference,300,0.4196371366666667,0.057099298892409105,0.409243,0.5270266,0.57832681,0.287066,0.640688,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,9,e2e_inference_ms,E2E inference latency,300,95.28725451666666,8.85185322154794,94.304727,110.34980370000001,127.75721987,75.088047,141.298072,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,9,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,0.1513804803788662,0.06414476241790668,0.12508799880743027,0.2896160066127777,0.3529792124032974,0.07280000299215317,0.36719998717308044,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,9,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,94.86761738,8.848572409587469,93.889433,109.84971915,127.36073659,74.596645,140.7198,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,10,device_inference_ms,device-side inference,300,0.42960971,0.056991329828004963,0.42266950000000003,0.5280917,0.5643825199999999,0.304604,0.609531,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,10,e2e_inference_ms,E2E inference latency,300,93.64797511333333,16.519615237030763,91.5952485,116.22231780000001,147.43817660000002,68.789682,251.118823,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,10,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),300,0.15129312003652254,0.06310754472376856,0.12641599774360657,0.28728321045637134,0.31970686823129624,0.0729919970035553,0.3951680064201355,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
1,round,10,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,300,93.21836540333334,16.516830715330276,91.1611905,115.84403235000002,146.92677916,68.434782,250.748599,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,pooled,NA,device_inference_ms,device-side inference,3000,2.110276117,0.4188910600495047,2.0012280000000002,2.91069815,3.158732629999995,1.508379,4.126484,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,pooled,NA,e2e_inference_ms,E2E inference latency,3000,81.11957074833333,11.600354584540803,79.7308325,92.85309609999999,119.58622516999992,64.147994,345.267208,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,pooled,NA,device_inference_cuda_ms,device-side inference (CUDA Event auxiliary),3000,1.8296068374713261,0.38232799648348736,1.7211520075798035,2.553665673732757,2.8213385629653915,1.2699840068817139,3.7857279777526855,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,pooled,NA,remote_roundtrip_ms,activation-ready to CPU logits roundtrip,3000,79.00929463133333,11.576599695883317,77.6412225,90.53047109999997,117.22281188999985,62.19179,343.316772,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
2,round,1,device_inference_ms,device-side inference,300,2.15514773,0.42713843202865365,2.041029,2.9552431500000003,3.1523660899999992,1.543785,3.572426,measured,descriptive samples; no independent-environment tail guarantee or confidence interval
