K,run_id,second,waiting_time_mean,active_time_mean,logical_frame_deadline_miss_pct,boundary_prior_waiting_mean,boundary_prior_active_mean
5,run01,29,0.759138046,1.170246097,4.0,0,0.2
5,run01,30,0.786633067,1.189960082,8.0,0,0.4
5,run01,31,0.705866912,1.15919367,2.0,0,0.1
5,run01,32,0.707040058,1.153624707,4.666666666666667,0,0.23333333333333334
5,run01,33,0.750731406,1.157477982,3.3333333333333335,0,0.16666666666666666
5,run01,34,0.702259372,1.1468978,4.0,0,0.2
5,run01,35,0.705716937,1.144007036,3.3333333333333335,0,0.16666666666666666
5,run01,36,0.705848771,1.157738701,2.0,0,0.1
5,run01,37,0.752628981,1.150589594,2.6666666666666665,0,0.13333333333333333
5,run01,38,0.734674605,1.157526454,2.0,0,0.1
5,run01,39,0.77400555,1.168860694,2.6666666666666665,0,0.13333333333333333
5,run01,40,0.775235879,1.16904455,5.333333333333333,0,0.26666666666666666
5,run01,41,0.736996347,1.153774406,2.6666666666666665,0,0.13333333333333333
5,run01,42,0.752066719,1.150630546,6.666666666666667,0,0.3333333333333333
5,run01,43,0.747640551,1.144549221,3.3333333333333335,0,0.16666666666666666
5,run01,44,0.795479493,1.153494157,8.666666666666666,0,0.43333333333333335
5,run01,45,0.831782816,1.167443308,10.0,0,0.5
5,run01,46,0.784021486,1.160627961,6.0,0,0.3
5,run01,47,0.804417915,1.170586096,8.666666666666666,0,0.43333333333333335
5,run01,48,0.8272174,1.174490875,9.333333333333334,0,0.4666666666666667
5,run01,49,0.792545125,1.160302824,4.666666666666667,0,0.23333333333333334
5,run01,50,0.738667288,1.141306954,4.0,0,0.2
5,run01,51,0.690357,1.146002725,2.6666666666666665,0,0.13333333333333333
5,run01,52,0.710649555,1.143539431,2.0,0,0.1
5,run01,53,0.834905847,1.190022851,10.0,0,0.5
5,run01,54,0.811304632,1.169296867,8.666666666666666,0,0.43333333333333335
5,run01,55,0.806284669,1.15060724,5.333333333333333,0,0.26666666666666666
5,run01,56,0.756489718,1.16497262,6.666666666666667,0,0.3333333333333333
5,run01,57,0.807058737,1.174430925,8.0,0,0.4
5,run01,58,0.786721007,1.166361366,6.666666666666667,0,0.3333333333333333
5,run01,59,0.757271128,1.158816746,4.666666666666667,0,0.23333333333333334
5,run02,0,5.483243915,1.319896106,56.0,4.866666666666666,0.9
5,run02,1,0.826922141,1.14053393,0.6666666666666666,0,0.03333333333333333
5,run02,2,0.87253017,1.147563435,0.0,0,0
5,run02,3,0.865588039,1.150704661,0.6666666666666666,0,0.03333333333333333
5,run02,4,0.898827798,1.155518317,1.3333333333333333,0,0.06666666666666667
5,run02,5,0.884896214,1.155610578,0.0,0,0
5,run02,6,0.875624178,1.154664671,0.0,0,0
5,run02,7,0.863029811,1.147962192,0.0,0,0
5,run02,8,0.870345265,1.151465747,0.0,0,0
5,run02,9,0.887406831,1.155040094,0.0,0,0
5,run02,10,0.85273254,1.148508491,0.6666666666666666,0,0.03333333333333333
5,run02,11,0.859745828,1.146667129,0.0,0,0
5,run02,12,0.847279348,1.150400626,0.0,0,0
5,run02,13,0.883682739,1.147479463,0.0,0,0
5,run02,14,0.86265854,1.155960247,0.0,0,0
