fold,run,K,C,model,n,Brier,logloss,true_class_exact_zero,Queue_observed,Queue_predicted,Queue_absolute_error,Service_observed,Service_predicted,Service_absolute_error,On_time_observed,On_time_predicted,On_time_absolute_error
3,12,1,3,B1,1799,0.002196937128825607,0.01027654777105754,0,0.0,0.0021496573696659083,0.0021496573696659083,0.0011117287381878821,0.004076329499366218,0.0029646007611783356,0.9988882712618121,0.9937740131309678,0.005114258130844318
3,17,1,4,B1,1798,2.2399402679219366e-05,0.003173405534896443,0,0.0,0.0005983509091074267,0.0005983509091074267,0.0,0.0025682588346635673,0.0025682588346635673,1.0,0.9968333902562291,0.0031666097437709206
3,22,1,5,B1,1798,0.0005758716513461027,0.008195320689180987,0,0.0,0.0014121531229333271,0.0014121531229333271,0.0005561735261401557,0.006287800538658209,0.005731627012518053,0.9994438264738599,0.9923000463384084,0.007143780135451472
3,27,1,6,B1,1796,0.003706243955218626,0.0408104213670602,0,0.0,0.004112400447956692,0.004112400447956692,0.0005567928730512249,0.03514183015248451,0.03458503727943329,0.9994432071269488,0.9607457693995589,0.03869743772738987
3,32,1,7,B1,1796,0.004237600737757239,0.047458951872576066,0,0.0,0.00197501060992499,0.00197501060992499,0.0005567928730512249,0.044761221548808294,0.04420442867575707,0.9994432071269488,0.9532637678412667,0.04617943928568213
3,37,1,8,B1,1797,0.003728873750743469,0.04465475418507544,0,0.0,0.0017949454167779876,0.0017949454167779876,0.0005564830272676684,0.042303574684062435,0.041747091656794764,0.9994435169727324,0.9559014798991596,0.04354203707357274
3,42,2,1,B1,3591,0.0008269628492295022,0.013513771644761852,0,0.000835421888053467,0.008024095678466864,0.0071886737904133975,0.0,0.0046751882837479195,0.0046751882837479195,0.9991645781119465,0.9873007160377852,0.011863862074161236
3,47,2,2,B1,3593,0.0011800380294056426,0.013767100241533891,0,0.00027831895352073476,0.009758629936324292,0.009480310982803558,0.0005566379070414695,0.0025461864482209935,0.0019895485411795238,0.9991650431394378,0.9876951836154547,0.01146985952398305
3,52,2,3,B1,3593,0.001619778210087061,0.007882503923917785,0,0.0,0.002199494873781426,0.002199494873781426,0.0005566379070414695,0.0024353064765407096,0.00187866856949924,0.9994433620929585,0.9953651986496779,0.004078163443280602
3,57,2,4,B1,3587,0.000543733530957829,0.0034273692209296513,0,0.0,0.000954504509910533,0.000954504509910533,0.00027878449958182325,0.0016858253465271006,0.0014070408469452774,0.9997212155004181,0.9973596701435624,0.002361545356855732
