fold,model,scope,stage,bin,n,predicted,observed
3,B0,K7,Queue,7,5695,0.7542343420333655,0.9169446883230904
3,B0,K7,Queue,8,7687,0.8472365585855003,0.988682190711591
3,B0,K7,Queue,9,751,0.9155041834230591,1.0
3,B0,K7,Service,0,3665,0.07911377913332875,0.0035470668485675307
3,B0,K7,Service,1,25987,0.1526198504240008,0.04128987570708431
3,B0,K7,Service,2,3815,0.25069220726750147,0.08571428571428572
3,B0,K7,Service,3,4255,0.3519299772423086,0.24230317273795535
3,B0,K7,Service,4,5884,0.45366823069016105,0.4106050305914344
3,B0,K7,Service,5,10451,0.5506963810319434,0.5235862596880682
3,B0,K7,Service,6,8955,0.6550453292378197,0.822892238972641
3,B0,K7,Service,7,9059,0.7435096411616767,0.8861905287559333
3,B0,K7,Service,8,14109,0.8530629896220447,0.9243745127223758
3,B0,K7,Service,9,9638,0.9144990718184225,0.9986511724424154
3,B0,K7,On_time,0,43083,0.034999949806400754,0.009493303623238865
3,B0,K7,On_time,1,14830,0.14538559793962907,0.06426163182737694
3,B0,K7,On_time,2,9906,0.2468595819358251,0.1467797294568948
3,B0,K7,On_time,3,7332,0.346740975518602,0.2744135297326787
3,B0,K7,On_time,4,5566,0.44783301132183123,0.40028745957599715
3,B0,K7,On_time,5,4200,0.549455173455265,0.5423809523809524
3,B0,K7,On_time,6,3800,0.6496431496784173,0.6921052631578948
3,B0,K7,On_time,7,3597,0.748112272072398,0.8078954684459272
3,B0,K7,On_time,8,2892,0.8458282897272995,0.915283540802213
3,B0,K7,On_time,9,612,0.9222861956107582,0.9526143790849673
3,B1,ALL,Queue,0,336389,0.013542486452325808,0.009444422974591915
3,B1,ALL,Queue,1,18400,0.1417364680322513,0.18081521739130435
3,B1,ALL,Queue,2,7703,0.2427527669939854,0.35181098273399974
3,B1,ALL,Queue,3,3744,0.34594280513595915,0.5665064102564102
3,B1,ALL,Queue,4,2980,0.4493112986012675,0.7093959731543624
3,B1,ALL,Queue,5,2902,0.5492900797763443,0.8225361819434872
3,B1,ALL,Queue,6,2715,0.6487019174443468,0.8902394106813997
3,B1,ALL,Queue,7,2615,0.7512692763864411,0.9544933078393881
3,B1,ALL,Queue,8,3027,0.8523970485853762,0.9881070366699702
3,B1,ALL,Queue,9,14219,0.9879771103322671,0.9985231028904986
3,B1,ALL,Service,0,220163,0.018626429520416325,0.011509654210743857
3,B1,ALL,Service,1,27784,0.14659071118973993,0.053448027641808234
3,B1,ALL,Service,2,19761,0.2499721216221268,0.14007388290066292
3,B1,ALL,Service,3,20193,0.3504406961609385,0.2784133115436042
3,B1,ALL,Service,4,14488,0.4500576903649164,0.38556046383213693
3,B1,ALL,Service,5,15806,0.5505074806205078,0.6223585980007592
3,B1,ALL,Service,6,13629,0.6465183057595737,0.7783403037640326
3,B1,ALL,Service,7,13950,0.7498118952407621,0.8778494623655914
3,B1,ALL,Service,8,17593,0.8524809487972036,0.9294605809128631
3,B1,ALL,Service,9,31327,0.9488214845327142,0.9645992275034315
3,B1,ALL,On_time,0,65861,0.029468634528076576,0.006392250345424454
3,B1,ALL,On_time,1,20077,0.1464434869326743,0.06450166857598247
3,B1,ALL,On_time,2,14997,0.2479774671265097,0.14042808561712342
3,B1,ALL,On_time,3,15201,0.35134275408888666,0.22393263601078878
3,B1,ALL,On_time,4,15795,0.44842711599828944,0.36251978474200697
3,B1,ALL,On_time,5,14705,0.5493598782006467,0.583134988099286
3,B1,ALL,On_time,6,13712,0.6487257872459816,0.7631271878646441
3,B1,ALL,On_time,7,13807,0.7516399702560831,0.835156080249149
3,B1,ALL,On_time,8,19628,0.8548783180947496,0.9008559201141226
3,B1,ALL,On_time,9,200911,0.9781412042289083,0.9869842865746524
3,B1,K5,Queue,0,70988,0.0056445581635892455,0.002493379162675382
3,B1,K5,Queue,1,98,0.1375049632794096,0.29591836734693877
3,B1,K5,Queue,2,31,0.24282420319357922,0.3870967741935484
3,B1,K5,Queue,3,21,0.33930613932814196,0.2857142857142857
3,B1,K5,Queue,4,9,0.4485109482994372,0.7777777777777778
3,B1,K5,Queue,5,3,0.5699964050767264,1.0
3,B1,K5,Queue,6,7,0.6533292926249216,0.7142857142857143
3,B1,K5,Queue,7,8,0.7585621882214976,0.75
3,B1,K5,Queue,8,3,0.8375137440251779,0.6666666666666666
3,B1,K5,Queue,9,7,0.9693284338064975,0.8571428571428571
3,B1,K5,Service,0,52754,0.026725921887060106,0.04653675550669144
3,B1,K5,Service,1,6350,0.14413672794540502,0.14976377952755907
3,B1,K5,Service,2,3850,0.2488693338789697,0.1644155844155844
3,B1,K5,Service,3,3222,0.34731804735590543,0.1803227808814401
3,B1,K5,Service,4,2542,0.44832822359425045,0.21321793863099922
3,B1,K5,Service,5,1520,0.5395994647021555,0.23092105263157894
3,B1,K5,Service,6,556,0.6442960303641019,0.2697841726618705
3,B1,K5,Service,7,246,0.7442507792781226,0.3008130081300813
3,B1,K5,Service,8,127,0.8426117330432775,0.3464566929133858
3,B1,K5,Service,9,8,0.9125922468976404,0.375
3,B1,K5,On_time,0,79,0.03943256148977449,0.2911392405063291
3,B1,K5,On_time,1,135,0.1581651708558311,0.7111111111111111
3,B1,K5,On_time,2,276,0.25677680035684985,0.6992753623188406
3,B1,K5,On_time,3,594,0.3554613614684744,0.7138047138047138
3,B1,K5,On_time,4,1622,0.45975458169588945,0.7725030826140568
3,B1,K5,On_time,5,2579,0.5512864556621946,0.7778208607987592
3,B1,K5,On_time,6,3239,0.6521234463951725,0.8215498610682309
3,B1,K5,On_time,7,3902,0.7508979230479147,0.8295745771399282
3,B1,K5,On_time,8,6569,0.8561848041695872,0.8467042167757649
3,B1,K5,On_time,9,52180,0.9689951483693205,0.9521464162514374
3,B1,K6,Queue,0,69829,0.02224763783035172,0.02083661515989059
3,B1,K6,Queue,1,6437,0.14689537619798942,0.27155507223862047
3,B1,K6,Queue,2,3730,0.24145426621611313,0.33163538873994636
3,B1,K6,Queue,3,1282,0.3422738860121524,0.5998439937597504
3,B1,K6,Queue,4,883,0.44962429684286725,0.8210645526613817
3,B1,K6,Queue,5,822,0.549115905153449,0.9245742092457421
3,B1,K6,Queue,6,691,0.6467797962370315,0.9536903039073806
3,B1,K6,Queue,7,524,0.7509748416383648,0.9866412213740458
3,B1,K6,Queue,8,287,0.8432283250225917,0.9895470383275261
3,B1,K6,Queue,9,93,0.9293011960213557,0.989247311827957
3,B1,K6,Service,0,8815,0.0638117462130718,0.0021554169030062395
3,B1,K6,Service,1,8611,0.14775388434324963,0.03089072117059575
3,B1,K6,Service,2,8876,0.25251979653067164,0.08799008562415503
3,B1,K6,Service,3,13137,0.3510792039557307,0.3277765090964452
3,B1,K6,Service,4,6716,0.44809546753922397,0.4868969624776653
3,B1,K6,Service,5,7124,0.5523982608534813,0.7537900056148231
3,B1,K6,Service,6,5687,0.6473766626534101,0.8027079303675049
3,B1,K6,Service,7,5241,0.7530299095995767,0.8540354894104178
3,B1,K6,Service,8,7341,0.854487990393525,0.9554556599918267
3,B1,K6,Service,9,13030,0.9489679019507938,0.9947045280122794
3,B1,K6,On_time,0,17135,0.04244615691361236,0.00571928800700321
3,B1,K6,On_time,1,8001,0.14593809228288,0.05336832895888014
3,B1,K6,On_time,2,6213,0.24857270274392315,0.13874134878480604
3,B1,K6,On_time,3,8512,0.3536008217287332,0.17669172932330826
3,B1,K6,On_time,4,9363,0.4465636225039279,0.26636761721670404
3,B1,K6,On_time,5,8259,0.5491706142341864,0.5228235863906042
3,B1,K6,On_time,6,7036,0.6461339507470634,0.7505685048322911
3,B1,K6,On_time,7,5643,0.7516412909474246,0.8254474570264044
3,B1,K6,On_time,8,7583,0.8553255860002221,0.9030726625346169
3,B1,K6,On_time,9,6833,0.9342166931396148,0.9972193765549539
3,B1,K7,Queue,0,52622,0.038174246888430484,0.028030101478469082
3,B1,K7,Queue,1,11799,0.13898540864427275,0.13085854733451988
3,B1,K7,Queue,2,3928,0.2439527419198459,0.3709266802443992
3,B1,K7,Queue,3,2434,0.34795592821536137,0.552999178307313
3,B1,K7,Queue,4,2076,0.44919393499568727,0.6632947976878613
3,B1,K7,Queue,5,2067,0.5493596114256597,0.7856797290759555
3,B1,K7,Queue,6,2011,0.6493535172315265,0.8707110890104426
3,B1,K7,Queue,7,2074,0.7512556048850926,0.9493731918997107
3,B1,K7,Queue,8,2727,0.8533560560076189,0.9904657132379905
3,B1,K7,Queue,9,14080,0.9884360010054823,0.9998579545454546
3,B1,K7,Service,0,17988,0.022808594380426424,0.0012786301979097177
3,B1,K7,Service,1,11225,0.1474381397071357,0.02351893095768374
3,B1,K7,Service,2,6300,0.2481294700923607,0.21428571428571427
3,B1,K7,Service,3,3699,0.351527748369204,0.19870235198702352
3,B1,K7,Service,4,5194,0.4535476625402839,0.34154793993068927
3,B1,K7,Service,5,7152,0.5509518484541283,0.575503355704698
3,B1,K7,Service,6,7385,0.6460234335095179,0.7978334461746784
3,B1,K7,Service,7,8462,0.747979582391089,0.9093594894823919
3,B1,K7,Service,8,10124,0.851153151719299,0.9179178190438562
3,B1,K7,Service,9,18289,0.9487330168714702,0.9434086062660616
3,B1,K7,On_time,0,48580,0.024896708421519972,0.005804857966241251
3,B1,K7,On_time,1,11934,0.1466358102831491,0.06435394670688788
3,B1,K7,On_time,2,8498,0.24724751563053413,0.12273476112026359
3,B1,K7,On_time,3,6085,0.3477566643745412,0.2409202958093673
3,B1,K7,On_time,4,4780,0.4482101923480348,0.4087866108786611
3,B1,K7,On_time,5,3807,0.5483446726611941,0.5765694772786971
3,B1,K7,On_time,6,3149,0.6496466928074326,0.709749126706891
3,B1,K7,On_time,7,3393,0.7513007885834326,0.8169761273209549
3,B1,K7,On_time,8,3804,0.8502532321338778,0.9490010515247108
3,B1,K7,On_time,9,1788,0.9274514760338417,0.9927293064876958
3,P,ALL,Queue,0,353515,0.0006797953725738885,0.00310877897684681
3,P,ALL,Queue,1,1828,0.14563497537801745,0.1739606126914661
3,P,ALL,Queue,2,2136,0.2554271740070165,0.699438202247191
3,P,ALL,Queue,3,2444,0.34801265518121166,0.8048281505728314
3,P,ALL,Queue,4,1459,0.450716650559936,0.5887594242631939
3,P,ALL,Queue,5,1525,0.5446536710158064,0.6426229508196721
3,P,ALL,Queue,6,757,0.6471070923798256,0.665785997357992
3,P,ALL,Queue,7,542,0.7522736374140744,0.7343173431734318
3,P,ALL,Queue,8,857,0.8478861856965954,0.882147024504084
3,P,ALL,Queue,9,29631,0.9982761720386778,0.9977051061388411
3,P,ALL,Service,0,243134,0.004611166626030512,0.002854393050745679
3,P,ALL,Service,1,13843,0.1485583721025519,0.13660333742685835
3,P,ALL,Service,2,14051,0.250397867090145,0.19671197779517471
3,P,ALL,Service,3,10768,0.3448424298460688,0.2660661218424963
3,P,ALL,Service,4,7938,0.44891996338401857,0.3767951625094482
3,P,ALL,Service,5,10695,0.5553377840678225,0.4707807386629266
3,P,ALL,Service,6,9697,0.6367484672698611,0.3182427554913891
3,P,ALL,Service,7,6731,0.7573828731197038,0.6823651760511068
3,P,ALL,Service,8,15859,0.8548383109100977,0.8312630052336213
3,P,ALL,Service,9,61978,0.975389649428919,0.970570202329859
3,P,ALL,On_time,0,103079,0.018567579682172163,0.01660862057257055
3,P,ALL,On_time,1,15166,0.14322408593340244,0.13873137280759593
3,P,ALL,On_time,2,5015,0.24304810784254877,0.3613160518444666
3,P,ALL,On_time,3,6586,0.35855332825057357,0.5819921044640146
3,P,ALL,On_time,4,9180,0.4440166060823751,0.49117647058823527
3,P,ALL,On_time,5,6236,0.5522246177606221,0.6212315586914688
3,P,ALL,On_time,6,9823,0.6560735304805583,0.7409141810037667
3,P,ALL,On_time,7,13455,0.7496003903027413,0.8018580453363062
3,P,ALL,On_time,8,12665,0.8503297535685257,0.8566127121989735
3,P,ALL,On_time,9,213489,0.9949869855686034,0.996491622519193
3,P,K5,Queue,0,71146,9.048521122670336e-05,0.0031625108930930764
3,P,K5,Queue,1,6,0.1473734539247329,1.0
3,P,K5,Queue,2,11,0.25663269742471395,0.9090909090909091
3,P,K5,Queue,3,1,0.3899338026689083,1.0
3,P,K5,Queue,4,1,0.47456806071370905,1.0
3,P,K5,Queue,5,2,0.528713445905846,1.0
3,P,K5,Queue,6,1,0.6607460035523979,1.0
3,P,K5,Queue,7,1,0.7766833521718068,1.0
3,P,K5,Queue,8,1,0.8575811399967705,1.0
3,P,K5,Queue,9,5,0.9795781617927952,1.0
3,P,K5,Service,0,37922,0.019100243299067923,0.008992141764674859
3,P,K5,Service,1,9723,0.1479667459658359,0.1353491720662347
3,P,K5,Service,2,8509,0.24818318138894074,0.16300387824656246
3,P,K5,Service,3,5738,0.3426362888415379,0.13785291042174974
3,P,K5,Service,4,2027,0.44401927483392173,0.23038973852984707
3,P,K5,Service,5,2576,0.5630431656649378,0.16576086956521738
3,P,K5,Service,6,2822,0.6337121883752107,0.12721474131821403
3,P,K5,Service,7,882,0.7470296791026457,0.29024943310657597
3,P,K5,Service,8,546,0.8470707065267467,0.38461538461538464
3,P,K5,Service,9,430,0.9542039855223434,0.5348837209302325
3,P,K5,On_time,0,449,0.044751147510433645,0.4365256124721604
3,P,K5,On_time,1,555,0.15282598289296662,0.5963963963963964
3,P,K5,On_time,2,872,0.2534173671752916,0.6972477064220184
3,P,K5,On_time,3,2823,0.3663161281916462,0.8707049238398866
3,P,K5,On_time,4,2582,0.4371068144298709,0.8284275755228505
3,P,K5,On_time,5,2027,0.5559711905606017,0.7617168228909719
3,P,K5,On_time,6,5735,0.6573371661179923,0.8589363557105493
3,P,K5,On_time,7,8497,0.7517249255643708,0.8287630928563022
3,P,K5,On_time,8,9722,0.8520288927845354,0.8616539806624152
3,P,K5,On_time,9,37913,0.980883239120025,0.9895550338933875
3,P,K6,Queue,0,76212,0.0012729464173723915,0.0048155146171206635
3,P,K6,Queue,1,300,0.13539569071504137,0.09666666666666666
3,P,K6,Queue,2,88,0.24713977450176772,0.20454545454545456
3,P,K6,Queue,3,56,0.34789101336706285,0.21428571428571427
3,P,K6,Queue,4,83,0.46442583165156637,0.7951807228915663
3,P,K6,Queue,5,199,0.5394309724347406,0.9698492462311558
3,P,K6,Queue,6,36,0.6598574243684934,0.9166666666666666
3,P,K6,Queue,7,50,0.7674805992080046,0.76
3,P,K6,Queue,8,193,0.85607431286611,0.8704663212435233
3,P,K6,Queue,9,7361,0.9978431073577595,0.9947018068197255
3,P,K6,Service,0,30221,0.00564617219039975,0.00410310711094934
3,P,K6,Service,1,2466,0.14827045952274845,0.1549067315490673
3,P,K6,Service,2,2218,0.24745763365752846,0.3390441839495041
3,P,K6,Service,3,1604,0.34735108870368403,0.38403990024937656
3,P,K6,Service,4,2953,0.4526953445212074,0.38977311208940063
3,P,K6,Service,5,3835,0.5463762168207934,0.5003911342894394
3,P,K6,Service,6,1611,0.6435850113230429,0.5927995034140285
3,P,K6,Service,7,1615,0.7632179186743158,0.6625386996904025
3,P,K6,Service,8,8986,0.855284230103199,0.8547740930336079
3,P,K6,Service,9,29069,0.978358843783932,0.9762289724448725
3,P,K6,On_time,0,38461,0.018899213777898754,0.01622422713917995
3,P,K6,On_time,1,7477,0.14652123684796642,0.15795104988631803
3,P,K6,On_time,2,1553,0.23714393262112246,0.3380553766902769
3,P,K6,On_time,3,1696,0.35548820095228534,0.36202830188679247
3,P,K6,On_time,4,3860,0.4531521588589793,0.4717616580310881
3,P,K6,On_time,5,2908,0.5476637729656566,0.594566712517194
3,P,K6,On_time,6,1588,0.6526746469478668,0.6057934508816121
3,P,K6,On_time,7,2169,0.7521549038832407,0.6565237436606731
3,P,K6,On_time,8,2006,0.8489100831382294,0.8220338983050848
3,P,K6,On_time,9,22860,0.9932302660604693,0.9962817147856518
3,P,K7,Queue,0,63043,0.0021573445824014936,0.006313151341148105
3,P,K7,Queue,1,1521,0.14763370476045493,0.18606180144641682
3,P,K7,Queue,2,2036,0.25577826909810236,0.7195481335952849
3,P,K7,Queue,3,2387,0.34799794667434314,0.8186007540846251
3,P,K7,Queue,4,1374,0.44986969272086413,0.5756914119359534
3,P,K7,Queue,5,1324,0.5454627325474167,0.5929003021148036
3,P,K7,Queue,6,720,0.646450632848208,0.6527777777777778
3,P,K7,Queue,7,491,0.7506753526799517,0.7311608961303462
3,P,K7,Queue,8,663,0.8454879903753035,0.8853695324283559
3,P,K7,Queue,9,22259,0.998429970348015,0.9986971562064783
3,P,K7,Service,0,33738,0.00617655600884883,0.00610587468136819
3,P,K7,Service,1,1605,0.15226637556686354,0.11962616822429907
3,P,K7,Service,2,2081,0.25245210503949855,0.2993753003363767
3,P,K7,Service,3,2980,0.3507041743051789,0.489261744966443
3,P,K7,Service,4,2913,0.4486542172905401,0.4709921043597666
3,P,K7,Service,5,4263,0.5588345295923148,0.6307764485104387
3,P,K7,Service,6,5259,0.6362573641918667,0.33675603726944286
3,P,K7,Service,7,4227,0.7573377511995325,0.772888573456352
3,P,K7,Service,8,6320,0.8548939405531577,0.8371835443037975
3,P,K7,Service,9,32432,0.9729967666408814,0.972095461272817
3,P,K7,On_time,0,64112,0.01819104594091666,0.01371038183179436
3,P,K7,On_time,1,7129,0.13900193066169622,0.08262028334969841
3,P,K7,On_time,2,2584,0.24307430671219485,0.26160990712074306
3,P,K7,On_time,3,2061,0.35048870456052944,0.3677826297913634
3,P,K7,On_time,4,2719,0.43746109296850266,0.19602795145274
3,P,K7,On_time,5,1256,0.5564644815594113,0.44745222929936307
3,P,K7,On_time,6,2054,0.6510772084436277,0.46007789678675753
3,P,K7,On_time,7,1545,0.7479758407942879,0.7029126213592233
3,P,K7,On_time,8,889,0.8354624002693772,0.876265466816648
3,P,K7,On_time,9,11469,0.9849489535166078,0.984654285465167
4,B0,ALL,Queue,0,322313,0.015046461807517996,0.0024386233257733944
4,B0,ALL,Queue,1,24237,0.14369876711151758,0.07657713413376242
4,B0,ALL,Queue,2,11606,0.24293827553559477,0.16026193348268136
4,B0,ALL,Queue,3,7440,0.34976713383751706,0.3372311827956989
4,B0,ALL,Queue,4,6744,0.4487385933801057,0.41651838671411623
4,B0,ALL,Queue,5,4522,0.5469745473374935,0.7058823529411765
4,B0,ALL,Queue,6,3943,0.6504304985203,0.8866345422267309
4,B0,ALL,Queue,7,5353,0.7539895496721363,0.9702970297029703
4,B0,ALL,Queue,8,7545,0.8490446112026607,0.9978793903247184
4,B0,ALL,Queue,9,1338,0.9174629884264341,0.9985052316890882
4,B0,ALL,Service,0,202291,0.019249541106971718,0.00988674730956889
4,B0,ALL,Service,1,42984,0.1470736882817696,0.04348129536571747
4,B0,ALL,Service,2,26219,0.24397519214266192,0.19787177237880926
4,B0,ALL,Service,3,17324,0.3442426642337963,0.3715077349341953
4,B0,ALL,Service,4,15475,0.45331336749957873,0.462875605815832
4,B0,ALL,Service,5,16253,0.5410639113897678,0.6025349166307759
4,B0,ALL,Service,6,14800,0.6512186155610123,0.7655405405405405
4,B0,ALL,Service,7,14950,0.746412279607138,0.8686956521739131
4,B0,ALL,Service,8,24366,0.8541946879276161,0.9490273331691702
4,B0,ALL,Service,9,20379,0.9214850173959197,0.9963688110309632
4,B0,ALL,On_time,0,60085,0.039088107011156184,0.018606973454273115
4,B0,ALL,On_time,1,23622,0.14565891171775971,0.09313351960037253
4,B0,ALL,On_time,2,16786,0.24919189395609412,0.18169903491004408
4,B0,ALL,On_time,3,16001,0.34898491223291306,0.30191863008561964
4,B0,ALL,On_time,4,14528,0.44935436379916116,0.4323375550660793
4,B0,ALL,On_time,5,13811,0.5496016522896153,0.5729490985446384
4,B0,ALL,On_time,6,13866,0.6513266007154038,0.7028703303043415
4,B0,ALL,On_time,7,18627,0.7508111332022454,0.8311590701669619
4,B0,ALL,On_time,8,22749,0.852776524624202,0.9104136445558046
4,B0,ALL,On_time,9,194966,0.9780506513138879,0.9896443482453351
4,B0,K5,Queue,0,70883,0.007564195098127837,0.0023136718254024237
4,B0,K5,Queue,1,181,0.13646920242941488,0.17679558011049723
4,B0,K5,Queue,2,52,0.24139636631427674,0.25
4,B0,K5,Queue,3,29,0.3409391369597456,0.3793103448275862
4,B0,K5,Queue,4,13,0.44670618782170063,0.6153846153846154
4,B0,K5,Queue,5,11,0.5452653296799563,1.0
4,B0,K5,Queue,6,6,0.6550313011690664,0.6666666666666666
4,B0,K5,Queue,7,5,0.7424306752179914,1.0
4,B0,K5,Queue,8,1,0.8040781694114498,1.0
4,B0,K5,Queue,9,3,0.9579643159478405,1.0
4,B0,K5,Service,0,47977,0.028334779361947907,0.040727848760864584
4,B0,K5,Service,1,10013,0.147280796517448,0.15280135823429541
4,B0,K5,Service,2,7801,0.24544691997900425,0.22330470452506088
4,B0,K5,Service,3,3135,0.34117316717049145,0.28421052631578947
4,B0,K5,Service,4,1119,0.441456107981483,0.3199285075960679
4,B0,K5,Service,5,453,0.5470407440079392,0.3200883002207506
4,B0,K5,Service,6,315,0.649500964856466,0.35555555555555557
4,B0,K5,Service,7,213,0.7479966587979313,0.3755868544600939
4,B0,K5,Service,8,125,0.8458647834275107,0.344
4,B0,K5,Service,9,33,0.9244062006594549,0.3939393939393939
4,B0,K5,On_time,0,121,0.03912462142341171,0.33884297520661155
4,B0,K5,On_time,1,162,0.15423308380068343,0.6296296296296297
4,B0,K5,On_time,2,218,0.2546385567254509,0.6284403669724771
4,B0,K5,On_time,3,323,0.3539580816835568,0.6470588235294118
4,B0,K5,On_time,4,509,0.45521228917798995,0.6758349705304518
4,B0,K5,On_time,5,1254,0.5580254491293172,0.6818181818181818
4,B0,K5,On_time,6,3415,0.6585136088680131,0.7238653001464129
4,B0,K5,On_time,7,7873,0.7528649246902633,0.7773402768957195
4,B0,K5,On_time,8,10225,0.8539724389990577,0.8416625916870416
4,B0,K5,On_time,9,47084,0.9658935885713482,0.9595191572508708
4,B0,K6,Queue,0,70032,0.02301736262105014,0.005625999543066027
4,B0,K6,Queue,1,5972,0.1474415546417261,0.03332217012726055
4,B0,K6,Queue,2,4023,0.24398426124132433,0.04399701715137957
4,B0,K6,Queue,3,2974,0.34842795322707376,0.31271015467383995
4,B0,K6,Queue,4,1121,0.43886815187394773,0.5423728813559322
4,B0,K6,Queue,5,348,0.5418916829503392,0.6695402298850575
4,B0,K6,Queue,6,151,0.6384235819498226,0.7947019867549668
4,B0,K6,Queue,7,31,0.7228947530918823,1.0
4,B0,K6,Queue,8,7,0.8255723412242505,1.0
4,B0,K6,Queue,9,2,0.9567726128146097,1.0
4,B0,K6,Service,0,7631,0.07036448399711465,0.0017035775127768314
4,B0,K6,Service,1,11769,0.1471432027525745,0.009261619508879259
4,B0,K6,Service,2,11249,0.25189547401149825,0.24997777580229355
4,B0,K6,Service,3,9843,0.34193969272705155,0.4789190287513969
4,B0,K6,Service,4,6699,0.4501002369628411,0.5487386177041349
4,B0,K6,Service,5,5881,0.5504344758671426,0.5934364903927903
4,B0,K6,Service,6,5995,0.6490573058277648,0.7369474562135112
4,B0,K6,Service,7,5873,0.7509026071996276,0.8867699642431466
4,B0,K6,Service,8,9509,0.8565295668971752,0.9689767588600273
4,B0,K6,Service,9,10212,0.930288846490421,0.9954954954954955
4,B0,K6,On_time,0,13181,0.056773601681641646,0.008497079129049389
4,B0,K6,On_time,1,8999,0.14588571120113794,0.03844871652405823
4,B0,K6,On_time,2,7211,0.25178817362669126,0.13243655526279297
4,B0,K6,On_time,3,8647,0.3504092988886945,0.2650630276396438
4,B0,K6,On_time,4,8837,0.45010771821931883,0.40556750028290145
4,B0,K6,On_time,5,8561,0.5487845196400785,0.5447961686718841
4,B0,K6,On_time,6,6779,0.6492833381396554,0.6866794512464965
4,B0,K6,On_time,7,7710,0.7501022641497602,0.9086900129701686
4,B0,K6,On_time,8,10100,0.8527602050332027,0.9813861386138614
4,B0,K6,On_time,9,4636,0.9269226746420391,0.9952545297670405
4,B0,K7,Queue,0,38397,0.05417494698818688,0.0042451233169258015
4,B0,K7,Queue,1,18026,0.14254303201254487,0.08970376123377344
4,B0,K7,Queue,2,7499,0.24239032655399484,0.22189625283371117
4,B0,K7,Queue,3,4427,0.3507346778467257,0.35373842331149763
4,B0,K7,Queue,4,5602,0.4507022873260976,0.39128882541949306
4,B0,K7,Queue,5,4146,0.5474070531165129,0.7100820067534973
4,B0,K7,Queue,6,3774,0.6508818090950593,0.8921568627450981
4,B0,K7,Queue,7,5307,0.7542052711055973,0.9709817222536273
4,B0,K7,Queue,8,7526,0.8490805896890995,0.9982726547967048
4,B0,K7,Queue,9,1314,0.9165893360407528,1.0
4,B0,K7,Service,0,3864,0.08022154696921786,0.0033643892339544515
4,B0,K7,Service,1,20988,0.14698962906019425,0.010768057937869259
4,B0,K7,Service,2,7106,0.22978840166039916,0.08865747255840135
4,B0,K7,Service,3,4309,0.3517577248280908,0.19169180784404735
4,B0,K7,Service,4,7641,0.4578568443847655,0.4089778824761157
4,B0,K7,Service,5,9905,0.5352405258051229,0.6214033316506815
4,B0,K7,Service,6,8483,0.6528049364079226,0.8013674407638807
4,B0,K7,Service,7,8857,0.7434037125197067,0.8689172406006549
4,B0,K7,Service,8,14731,0.8527586300624609,0.9413481773131491
4,B0,K7,Service,9,10134,0.9126039140052797,0.9992105782514308
4,B0,K7,On_time,0,46718,0.03413808599107989,0.020398989682777518
4,B0,K7,On_time,1,14453,0.14542232390831183,0.12094374870269148
4,B0,K7,On_time,2,9346,0.24706022788198065,0.20885940509308795
4,B0,K7,On_time,3,7018,0.34697603708906527,0.3305785123966942
4,B0,K7,On_time,4,5167,0.44754235302951545,0.45326107993032705
4,B0,K7,On_time,5,3976,0.5486682995835107,0.5980885311871227
4,B0,K7,On_time,6,3625,0.6483619952771785,0.7103448275862069
4,B0,K7,On_time,7,2961,0.7468875242795913,0.7696724079702804
4,B0,K7,On_time,8,2152,0.8464420918546943,0.8968401486988847
4,B0,K7,On_time,9,602,0.9234132874218604,0.973421926910299
4,B1,ALL,Queue,0,335982,0.014618005113693098,0.005056818520039764
4,B1,ALL,Queue,1,18808,0.14125172003152817,0.08831348362398979
4,B1,ALL,Queue,2,8399,0.24212411005815293,0.24800571496606738
4,B1,ALL,Queue,3,4872,0.3477050995745619,0.2811986863711002
4,B1,ALL,Queue,4,3622,0.44637157240295977,0.4555494202098288
4,B1,ALL,Queue,5,2583,0.5472124206582322,0.6914440572977159
4,B1,ALL,Queue,6,2107,0.6490073191525995,0.8471760797342193
4,B1,ALL,Queue,7,2056,0.7509168377178481,0.9630350194552529
4,B1,ALL,Queue,8,2597,0.8523892084193146,0.9865229110512129
4,B1,ALL,Queue,9,14015,0.9890912541370726,0.9982875490545844
4,B1,ALL,Service,0,219382,0.018266476474972208,0.011336390405776225
4,B1,ALL,Service,1,27604,0.14682332040752102,0.06379510215910737
4,B1,ALL,Service,2,21066,0.24941915958615365,0.14240956992309883
4,B1,ALL,Service,3,20092,0.3501534796675693,0.33550666932112283
4,B1,ALL,Service,4,14969,0.4493041704497941,0.4114503306834124
4,B1,ALL,Service,5,17393,0.5512124467325773,0.6912551026274938
4,B1,ALL,Service,6,11405,0.6504258662457941,0.7800087680841736
4,B1,ALL,Service,7,13459,0.7486708482634594,0.8706441786165391
4,B1,ALL,Service,8,18335,0.8526268782056942,0.9276793018816472
4,B1,ALL,Service,9,31336,0.9474733321475566,0.9701621138626499
4,B1,ALL,On_time,0,66498,0.029786369890721448,0.009534121326957202
4,B1,ALL,On_time,1,19388,0.14583512782485397,0.09583247369506911
4,B1,ALL,On_time,2,14191,0.24817361352592726,0.1898386301176802
4,B1,ALL,On_time,3,14699,0.3523540933501447,0.2515137084155385
4,B1,ALL,On_time,4,16202,0.4490185314027052,0.37939760523392174
4,B1,ALL,On_time,5,14649,0.5498978898802105,0.619632739436139
4,B1,ALL,On_time,6,14697,0.6490535072422972,0.806967408314622
