trace,round,phase,K_before,K_after,fixed,sample,offset_ms,A_lookup,A_fixed,delta_A,ready_queue_lookup,ready_queue_fixed,delta_ready_queue,unfinished_backlog_lookup,unfinished_backlog_fixed,delta_unfinished_backlog,generated_unfinished_lookup,generated_unfinished_fixed,delta_generated_unfinished,due_not_generated_lookup,due_not_generated_fixed,delta_due_not_generated,unfinished_late_count_lookup,unfinished_late_count_fixed,delta_unfinished_late_count,unfinished_late_fraction_lookup,unfinished_late_fraction_fixed,delta_unfinished_late_fraction,unfinished_slack_p10_ms_lookup,unfinished_slack_p10_ms_fixed,delta_unfinished_slack_p10_ms,unfinished_slack_median_ms_lookup,unfinished_slack_median_ms_fixed,delta_unfinished_slack_median_ms
B,3,3,7,6,FIXED_C2,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,3,7,6,FIXED_C4,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,3,7,6,FIXED_C2,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,3,7,6,FIXED_C4,evolution,500,2,1,1,0,0,0,8,7,1,2,1,1,6,6,0,2,1,1,0.25,0.142857142857143,0.107142857142857,-6.66666666666667e-07,19.9999997333333,-20.0000004,33.3333333333333,33.3333333333333,0
B,3,3,7,6,FIXED_C2,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,3,3,7,6,FIXED_C4,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,1,7,6,FIXED_C2,evolution,1,4,2,2,1,49,-48,11,57,-46,11,57,-46,0,0,0,5,51,-46,0.454545454545455,0.894736842105263,-0.440191387559808,-1.00000066666667,-201.000000666667,200,32.3333333333333,-101.000000666667,133.333334
B,4,1,7,6,FIXED_C4,evolution,1,4,3,1,1,0,1,11,9,2,11,9,2,0,0,0,5,3,2,0.454545454545455,0.333333333333333,0.121212121212122,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,4,1,7,6,FIXED_C2,evolution,5,3,2,1,1,49,-48,10,57,-47,10,57,-47,0,0,0,4,51,-47,0.4,0.894736842105263,-0.494736842105263,-5.00000066666667,-205.000000666667,200,28.3333333333333,-105.000000666667,133.333334
B,4,1,7,6,FIXED_C4,evolution,5,3,3,0,1,0,1,10,9,1,10,9,1,0,0,0,4,3,1,0.4,0.333333333333333,0.066666666666667,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
B,4,1,7,6,FIXED_C2,evolution,10,2,2,0,1,47,-46,9,55,-46,9,55,-46,0,0,0,3,49,-46,0.333333333333333,0.890909090909091,-0.557575757575758,-10.0000006666667,-210.000000666667,200,23.3333333333333,-110.000000666667,133.333334
B,4,1,7,6,FIXED_C4,evolution,10,2,0,2,1,0,1,9,6,3,9,6,3,0,0,0,3,0,3,0.333333333333333,0,0.333333333333333,-10.0000006666667,23.3333333333333,-33.333334,23.3333333333333,23.3333333333333,0
B,4,1,7,6,FIXED_C2,evolution,20,2,2,0,5,51,-46,7,53,-46,7,53,-46,0,0,0,1,47,-46,0.142857142857143,0.886792452830189,-0.743935309973046,-2.6666666386177e-07,-186.666666666667,186.6666664,13.3333333333333,-86.6666666666667,100
B,4,1,7,6,FIXED_C4,evolution,20,2,4,-2,5,2,3,7,6,1,7,6,1,0,0,0,1,0,1,0.142857142857143,0,0.142857142857143,-2.6666666386177e-07,13.3333333333333,-13.3333336,13.3333333333333,13.3333333333333,0
B,4,1,7,6,FIXED_C2,evolution,50,2,2,0,4,50,-46,6,53,-47,6,53,-47,0,0,0,0,47,-47,0,0.886792452830189,-0.886792452830189,16.6666663333333,-210.000000066667,226.6666664,16.6666663333333,-116.666666666667,133.333333
B,4,1,7,6,FIXED_C4,evolution,50,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,4,1,7,6,FIXED_C2,evolution,100,2,2,0,0,45,-45,8,53,-45,2,47,-45,6,6,0,2,47,-45,0.25,0.886792452830189,-0.636792452830189,-6.66666666666667e-07,-200.000000666667,200,33.3333333333333,-100.000000666667,133.333334
B,4,1,7,6,FIXED_C4,evolution,100,2,1,1,0,0,0,8,7,1,2,1,1,6,6,0,2,1,1,0.25,0.142857142857143,0.107142857142857,-6.66666666666667e-07,19.9999997333333,-20.0000004,33.3333333333333,33.3333333333333,0
B,4,1,7,6,FIXED_C2,evolution,500,2,2,0,0,31,-31,8,39,-31,2,33,-31,6,6,0,2,33,-31,0.25,0.846153846153846,-0.596153846153846,-6.66666666666667e-07,-133.333333666667,133.333333,33.3333333333333,-66.6666666666667,100
B,4,1,7,6,FIXED_C4,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,1,7,6,FIXED_C2,evolution,1000,2,2,0,0,19,-19,8,27,-19,2,21,-19,6,6,0,2,21,-19,0.25,0.777777777777778,-0.527777777777778,-6.66666666666667e-07,-80.0000002666667,79.9999996,33.3333333333333,-33.3333336666667,66.666667
B,4,1,7,6,FIXED_C4,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,2,6,7,FIXED_C2,evolution,1,1,2,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,1,2,-1,0.125,0.222222222222222,-0.097222222222222,22.3333331333333,-1.00000066666667,23.3333338,32.3333333333333,32.3333333333333,0
B,4,2,6,7,FIXED_C4,evolution,1,1,2,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,1,2,-1,0.125,0.222222222222222,-0.097222222222222,22.3333331333333,-1.00000066666667,23.3333338,32.3333333333333,32.3333333333333,0
B,4,2,6,7,FIXED_C2,evolution,5,1,2,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,1,2,-1,0.125,0.222222222222222,-0.097222222222222,18.3333331333333,-5.00000066666667,23.3333338,28.3333333333333,28.3333333333333,0
B,4,2,6,7,FIXED_C4,evolution,5,1,1,0,0,0,0,8,8,0,8,8,0,0,0,0,1,1,0,0.125,0.125,0,18.3333331333333,18.3333331333333,0,28.3333333333333,28.3333333333333,0
B,4,2,6,7,FIXED_C2,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
B,4,2,6,7,FIXED_C4,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
B,4,2,6,7,FIXED_C2,evolution,20,4,2,2,3,5,-2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,4,2,6,7,FIXED_C4,evolution,20,4,4,0,3,2,1,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,4,2,6,7,FIXED_C2,evolution,50,3,2,1,0,5,-5,7,8,-1,7,8,-1,0,0,0,0,1,-1,0,0.125,-0.125,16.6666663333333,6.66666643333333,9.99999989999997,16.6666663333333,16.6666663333333,0
B,4,2,6,7,FIXED_C4,evolution,50,3,4,-1,0,3,-3,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,4,2,6,7,FIXED_C2,evolution,100,4,2,2,0,2,-2,11,11,0,4,4,0,7,7,0,4,4,0,0.363636363636364,0.363636363636364,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,2,6,7,FIXED_C4,evolution,100,4,4,0,0,0,0,11,11,0,4,4,0,7,7,0,4,4,0,0.363636363636364,0.363636363636364,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,2,6,7,FIXED_C2,evolution,500,4,2,2,0,2,-2,11,11,0,4,4,0,7,7,0,4,4,0,0.363636363636364,0.363636363636364,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,2,6,7,FIXED_C4,evolution,500,4,3,1,0,0,0,11,10,1,4,3,1,7,7,0,4,3,1,0.363636363636364,0.3,0.063636363636364,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,2,6,7,FIXED_C2,evolution,1000,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,2,6,7,FIXED_C4,evolution,1000,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,3,7,6,FIXED_C2,evolution,1,2,2,0,1,0,1,9,8,1,8,8,0,1,0,1,3,2,1,0.333333333333333,0.25,0.083333333333333,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,4,3,7,6,FIXED_C4,evolution,1,2,4,-2,1,0,1,9,10,-1,8,4,4,1,6,-5,3,4,-1,0.333333333333333,0.4,-0.066666666666667,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
B,4,3,7,6,FIXED_C2,evolution,5,2,2,0,0,0,0,8,8,0,8,8,0,0,0,0,2,2,0,0.25,0.25,0,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
B,4,3,7,6,FIXED_C4,evolution,5,2,3,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,2,3,-1,0.25,0.333333333333333,-0.083333333333333,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
B,4,3,7,6,FIXED_C2,evolution,10,1,1,0,0,0,0,7,7,0,7,7,0,0,0,0,1,1,0,0.142857142857143,0.142857142857143,0,9.99999973333333,9.99999973333333,0,23.3333333333333,23.3333333333333,0
B,4,3,7,6,FIXED_C4,evolution,10,1,0,1,0,0,0,7,6,1,7,6,1,0,0,0,1,0,1,0.142857142857143,0,0.142857142857143,9.99999973333333,23.3333333333333,-13.3333336,23.3333333333333,23.3333333333333,0
B,4,3,7,6,FIXED_C2,evolution,20,2,2,0,4,4,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,4,3,7,6,FIXED_C4,evolution,20,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
B,4,3,7,6,FIXED_C2,evolution,50,2,2,0,3,4,-1,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,4,3,7,6,FIXED_C4,evolution,50,2,4,-2,3,2,1,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
B,4,3,7,6,FIXED_C2,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,3,7,6,FIXED_C4,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,3,7,6,FIXED_C2,evolution,500,2,1,1,0,0,0,8,7,1,2,1,1,6,6,0,2,1,1,0.25,0.142857142857143,0.107142857142857,-6.66666666666667e-07,19.9999997333333,-20.0000004,33.3333333333333,33.3333333333333,0
B,4,3,7,6,FIXED_C4,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,3,7,6,FIXED_C2,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
B,4,3,7,6,FIXED_C4,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,1,6,7,FIXED_C2,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,4,1,6,7,FIXED_C4,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,4,1,6,7,FIXED_C2,evolution,5,1,2,-1,0,0,0,8,9,-1,8,9,-1,0,0,0,1,2,-1,0.125,0.222222222222222,-0.097222222222222,18.3333331333333,-5.00000066666667,23.3333338,28.3333333333333,28.3333333333333,0
A,4,1,6,7,FIXED_C4,evolution,5,1,1,0,0,0,0,8,8,0,8,8,0,0,0,0,1,1,0,0.125,0.125,0,18.3333331333333,18.3333331333333,0,28.3333333333333,28.3333333333333,0
A,4,1,6,7,FIXED_C2,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,4,1,6,7,FIXED_C4,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,4,1,6,7,FIXED_C2,evolution,20,4,2,2,2,4,-2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,4,1,6,7,FIXED_C4,evolution,20,4,4,0,2,2,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,4,1,6,7,FIXED_C2,evolution,50,3,2,1,0,5,-5,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,4,1,6,7,FIXED_C4,evolution,50,3,4,-1,0,1,-1,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,4,1,6,7,FIXED_C2,evolution,100,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,1,6,7,FIXED_C4,evolution,100,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,1,6,7,FIXED_C2,evolution,500,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,1,6,7,FIXED_C4,evolution,500,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,1,6,7,FIXED_C2,evolution,1000,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,1,6,7,FIXED_C4,evolution,1000,3,4,-1,0,2,-2,10,13,-3,3,6,-3,7,7,0,3,6,-3,0.3,0.461538461538462,-0.161538461538462,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,2,7,6,FIXED_C2,evolution,1,3,2,1,0,1,-1,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,4,2,7,6,FIXED_C4,evolution,1,3,3,0,0,0,0,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,4,2,7,6,FIXED_C2,evolution,5,3,2,1,0,1,-1,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
A,4,2,7,6,FIXED_C4,evolution,5,3,3,0,0,0,0,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
A,4,2,7,6,FIXED_C2,evolution,10,3,1,2,0,0,0,9,7,2,9,7,2,0,0,0,3,1,2,0.333333333333333,0.142857142857143,0.19047619047619,-10.0000006666667,9.99999973333333,-20.0000004,23.3333333333333,23.3333333333333,0
A,4,2,7,6,FIXED_C4,evolution,10,3,3,0,0,0,0,9,9,0,9,9,0,0,0,0,3,3,0,0.333333333333333,0.333333333333333,0,-10.0000006666667,-10.0000006666667,0,23.3333333333333,23.3333333333333,0
A,4,2,7,6,FIXED_C2,evolution,20,2,2,0,4,3,1,6,5,1,6,5,1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,4,2,7,6,FIXED_C4,evolution,20,2,4,-2,4,2,2,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,4,2,7,6,FIXED_C2,evolution,50,2,2,0,4,4,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,4,2,7,6,FIXED_C4,evolution,50,2,4,-2,4,0,4,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,4,2,7,6,FIXED_C2,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,2,7,6,FIXED_C4,evolution,100,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,2,7,6,FIXED_C2,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,2,7,6,FIXED_C4,evolution,500,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,2,7,6,FIXED_C2,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,2,7,6,FIXED_C4,evolution,1000,2,2,0,0,0,0,8,8,0,2,2,0,6,6,0,2,2,0,0.25,0.25,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,3,6,7,FIXED_C2,evolution,1,2,1,1,0,0,0,9,8,1,2,8,-6,7,0,7,2,1,1,0.222222222222222,0.125,0.097222222222222,-1.00000066666667,22.3333331333333,-23.3333338,32.3333333333333,32.3333333333333,0
A,4,3,6,7,FIXED_C4,evolution,1,2,2,0,0,0,0,9,9,0,2,9,-7,7,0,7,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,4,3,6,7,FIXED_C2,evolution,5,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,28.3333333333333,28.3333333333333,0,28.3333333333333,28.3333333333333,0
A,4,3,6,7,FIXED_C4,evolution,5,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,28.3333333333333,28.3333333333333,0,28.3333333333333,28.3333333333333,0
A,4,3,6,7,FIXED_C2,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,4,3,6,7,FIXED_C4,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,4,3,6,7,FIXED_C2,evolution,20,4,2,2,2,5,-3,6,7,-1,6,7,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,4,3,6,7,FIXED_C4,evolution,20,4,4,0,2,3,-1,6,7,-1,6,7,-1,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,4,3,6,7,FIXED_C2,evolution,50,4,2,2,2,3,-1,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,4,3,6,7,FIXED_C4,evolution,50,4,4,0,2,3,-1,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,4,3,6,7,FIXED_C2,evolution,100,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,3,6,7,FIXED_C4,evolution,100,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,3,6,7,FIXED_C2,evolution,500,4,2,2,0,1,-1,11,10,1,4,3,1,7,7,0,4,3,1,0.363636363636364,0.3,0.063636363636364,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,3,6,7,FIXED_C4,evolution,500,4,3,1,0,0,0,11,10,1,4,3,1,7,7,0,4,3,1,0.363636363636364,0.3,0.063636363636364,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,3,6,7,FIXED_C2,evolution,1000,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,4,3,6,7,FIXED_C4,evolution,1000,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,1,6,7,FIXED_C2,evolution,1,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
A,5,1,6,7,FIXED_C4,evolution,1,2,1,1,0,0,0,9,8,1,9,8,1,0,0,0,2,1,1,0.222222222222222,0.125,0.097222222222222,-1.00000066666667,22.3333331333333,-23.3333338,32.3333333333333,32.3333333333333,0
A,5,1,6,7,FIXED_C2,evolution,5,2,2,0,0,0,0,9,9,0,9,9,0,0,0,0,2,2,0,0.222222222222222,0.222222222222222,0,-5.00000066666667,-5.00000066666667,0,28.3333333333333,28.3333333333333,0
A,5,1,6,7,FIXED_C4,evolution,5,2,1,1,0,0,0,9,8,1,9,8,1,0,0,0,2,1,1,0.222222222222222,0.125,0.097222222222222,-5.00000066666667,18.3333331333333,-23.3333338,28.3333333333333,28.3333333333333,0
A,5,1,6,7,FIXED_C2,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,5,1,6,7,FIXED_C4,evolution,10,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,23.3333333333333,23.3333333333333,0,23.3333333333333,23.3333333333333,0
A,5,1,6,7,FIXED_C2,evolution,20,4,2,2,2,5,-3,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,5,1,6,7,FIXED_C4,evolution,20,4,4,0,2,3,-1,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,13.3333333333333,13.3333333333333,0,13.3333333333333,13.3333333333333,0
A,5,1,6,7,FIXED_C2,evolution,50,1,2,-1,1,1,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,5,1,6,7,FIXED_C4,evolution,50,1,4,-3,1,1,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,16.6666663333333,16.6666663333333,0,16.6666663333333,16.6666663333333,0
A,5,1,6,7,FIXED_C2,evolution,100,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,1,6,7,FIXED_C4,evolution,100,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,1,6,7,FIXED_C2,evolution,500,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,1,6,7,FIXED_C4,evolution,500,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,1,6,7,FIXED_C2,evolution,1000,3,2,1,0,1,-1,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,1,6,7,FIXED_C4,evolution,1000,3,3,0,0,0,0,10,10,0,3,3,0,7,7,0,3,3,0,0.3,0.3,0,-6.66666666666667e-07,-6.66666666666667e-07,0,33.3333333333333,33.3333333333333,0
A,5,2,7,6,FIXED_C2,evolution,1,2,2,0,0,1,-1,8,9,-1,8,9,-1,0,0,0,2,3,-1,0.25,0.333333333333333,-0.083333333333333,-1.00000066666667,-1.00000066666667,0,32.3333333333333,32.3333333333333,0
