C,K,metric,n_runs,mean,sample_sd,median,min,max,run01,run02,run03,run04,run05
2,3,queue_wait_p95_ms,5,8.254029339999999,0.36466574111219546,8.25542745,7.7920004,8.74179985,8.74179985,8.4406636,8.25542745,8.0402554,7.7920004
2,3,inference_mean_ms,5,7.433038275629629,0.269073782600058,7.5852103562962965,7.1212229157407405,7.666228658148148,7.633050807222222,7.666228658148148,7.5852103562962965,7.1594786407407405,7.1212229157407405
2,3,inference_p95_ms,5,9.40890658,0.48143817074957335,9.74325045,8.8440396,9.7750117,9.7750117,9.74325045,9.76126205,8.9209691,8.8440396
2,3,deadline_miss_pct,5,0.5333333333333333,0.04969039949999535,0.5,0.5,0.6111111111111112,0.5,0.5555555555555556,0.6111111111111112,0.5,0.5
2,3,peak_waiting_queue,5,12,1.4142135623730951,11,11,14,11,13,14,11,11
2,3,time_weighted_waiting_queue,5,0.24423389011833035,0.009632854195844337,0.2482785756873521,0.2287397864996888,0.25205720349309174,0.25205720349309174,0.2482785756873521,0.2508926746924754,0.24120121021904378,0.2287397864996888
2,3,max_active_inferences,5,2,0.0,2,2,2,2,2,2,2,2
2,3,service_overlap_pair_count,5,3609.4,0.5477225575051661,3609,3609,3610,3609,3610,3610,3609,3609
2,3,service_overlap_time_ms,5,15561.166462,639.85523622785,15907.347436,14837.705944,16163.560365,15999.157125,16163.560365,15907.347436,14898.06144,14837.705944
2,3,start_lag_p95_ms,5,1.01484029,0.06478123125739625,0.9817486999999999,0.95433765,1.1133466,0.97836035,1.1133466,0.9817486999999999,1.04640815,0.95433765
2,3,front_end_p95_ms,5,11.05881485,0.21616796669380756,11.0301966,10.8024629,11.40196515,11.051340099999999,11.40196515,11.0081095,10.8024629,11.0301966
2,3,queue_wait_p99_ms,5,8.905082118,0.4207719112664829,9.17616452,8.36758293,9.247279599999999,9.247279599999999,9.17616452,9.20322338,8.53116016,8.36758293
